task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
562	2b/599980	268362	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Oct_SF_02_B)	COMPLETED	0	2024-04-03 09:37:39.773	5.5s	5s	232.8%	610.3 MB	6.3 GB	36.3 MB	5.1 MB
563	fc/2aaecf	269025	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Oct_SF_02_S)	COMPLETED	0	2024-04-03 09:37:41.576	4.6s	5s	251.7%	406.8 MB	6.3 GB	29.7 MB	5.2 MB
564	34/5ad11f	269739	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Oct_SF_02_S)	COMPLETED	0	2024-04-03 09:37:45.332	2.4s	2s	405.5%	323.8 MB	1.7 GB	259.8 MB	249.5 MB
545	65/c7d44b	263180	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Aug_SF_01_S)	COMPLETED	0	2024-04-03 09:37:22.707	26.4s	25s	112.6%	1 GB	7.1 GB	63.1 MB	17.4 MB
566	8c/b14889	270553	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Oct_SF_S3_B)	COMPLETED	0	2024-04-03 09:37:47.742	2.4s	1s	326.5%	154 MB	1.1 GB	188.9 MB	179.3 MB
567	d4/b8e8ed	269946	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Oct_SF_S3_B)	COMPLETED	0	2024-04-03 09:37:46.195	4.4s	4s	256.9%	378.1 MB	6.4 GB	25.8 MB	5.1 MB
569	8f/d341cf	271432	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Oct_SF_S3_S)	COMPLETED	0	2024-04-03 09:37:50.123	2.7s	2s	513.0%	342.4 MB	1.7 GB	413.5 MB	401.6 MB
555	4d/261b18	266523	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Aug_SF_02_B)	COMPLETED	0	2024-04-03 09:37:33.529	21.8s	22s	114.8%	919.4 MB	7 GB	55.3 MB	12.3 MB
574	d2/0e7f13	272303	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Oct_VW_C1_B)	COMPLETED	0	2024-04-03 09:37:52.839	2.9s	2s	463.1%	330.2 MB	1.7 GB	387.9 MB	375.2 MB
570	64/7b0bfc	271664	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Oct_SF_S3_S)	COMPLETED	0	2024-04-03 09:37:50.629	5.7s	5s	233.5%	758.9 MB	6.4 GB	39.1 MB	5.2 MB
573	57/41577f	273058	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Oct_VW_C1_B)	COMPLETED	0	2024-04-03 09:37:55.372	5.5s	5s	243.2%	532.7 MB	6.4 GB	40.5 MB	5.1 MB
576	31/bb8159	273630	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Oct_VW_C1_S)	COMPLETED	0	2024-04-03 09:37:56.318	6.4s	6s	237.8%	678.4 MB	6.3 GB	53.7 MB	5.1 MB
577	2d/738328	274579	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Oct_VW_C1_S)	COMPLETED	0	2024-04-03 09:38:00.943	3.6s	3s	517.6%	326.3 MB	1.7 GB	571.7 MB	557.5 MB
579	41/6deeee	275211	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Oct_VW_C2_B)	COMPLETED	0	2024-04-03 09:38:02.763	3s	2s	444.6%	333.1 MB	1.7 GB	373.2 MB	361 MB
580	26/b1acfa	276054	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Oct_VW_C2_B)	COMPLETED	0	2024-04-03 09:38:04.567	5.5s	5s	219.9%	638.8 MB	6.3 GB	38.8 MB	5.1 MB
583	a5/dd28b6	276428	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Oct_VW_C2_S)	COMPLETED	0	2024-04-03 09:38:05.776	5.5s	5s	264.2%	1.1 GB	6.4 GB	49 MB	5.1 MB
584	6c/760834	277143	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Oct_VW_C2_S)	COMPLETED	0	2024-04-03 09:38:10.066	3.1s	3s	520.1%	337.1 MB	1.7 GB	521.5 MB	507.8 MB
568	9f/de9e26	270848	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Aug_SF_02_S)	COMPLETED	0	2024-04-03 09:37:49.153	25.8s	25s	116.0%	1 GB	7.1 GB	62.8 MB	17 MB
575	83/850213	273269	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Aug_SF_S3_B)	COMPLETED	0	2024-04-03 09:37:55.717	19.4s	19s	121.5%	907.7 MB	6.9 GB	52.2 MB	10.1 MB
587	18/3846f8	278422	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Oct_VW_C3_B)	COMPLETED	0	2024-04-03 09:38:14.929	2.3s	2s	349.7%	202.6 MB	1.3 GB	209.1 MB	199 MB
590	75/874f70	278513	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Oct_VW_C3_S)	COMPLETED	0	2024-04-03 09:38:15.161	2.2s	2s	374.0%	280.8 MB	1.5 GB	242.1 MB	231.6 MB
588	93/e53fa6	278068	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Oct_VW_C3_B)	COMPLETED	0	2024-04-03 09:38:13.153	4.5s	4s	290.9%	456.4 MB	6.5 GB	27.8 MB	5.2 MB
589	ad/a9e4f3	279600	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Oct_VW_C3_S)	COMPLETED	0	2024-04-03 09:38:17.259	4.6s	4s	265.3%	445.4 MB	6.5 GB	28.9 MB	5.1 MB
594	1b/4faf76	279920	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Oct_VW_S5_B)	COMPLETED	0	2024-04-03 09:38:17.686	4.7s	4s	286.2%	457.4 MB	6.5 GB	30.8 MB	5.1 MB
595	09/dc6144	280864	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Oct_VW_S5_B)	COMPLETED	0	2024-04-03 09:38:21.871	2.6s	2s	401.8%	330.5 MB	1.7 GB	290.1 MB	279.1 MB
598	b4/186c2e	281125	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Oct_VW_S5_S)	COMPLETED	0	2024-04-03 09:38:22.357	2.7s	2s	440.0%	330.8 MB	1.7 GB	393.7 MB	382.1 MB
599	ea/d366a3	282207	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Oct_VW_S6_B)	COMPLETED	0	2024-04-03 09:38:25.071	2.2s	2s	278.5%	66.7 MB	820.3 MB	137.8 MB	128.3 MB
597	78/155200	281991	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Oct_VW_S5_S)	COMPLETED	0	2024-04-03 09:38:24.496	5.6s	5s	246.8%	755.9 MB	6.3 GB	37 MB	5.2 MB
600	15/1362c9	282930	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Oct_VW_S6_B)	COMPLETED	0	2024-04-03 09:38:27.315	4.6s	4s	277.9%	349 MB	6.4 GB	23.4 MB	5.2 MB
603	d5/ec3161	283786	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Oct_VW_S6_S)	COMPLETED	0	2024-04-03 09:38:31.938	2.9s	2s	493.7%	333.3 MB	1.7 GB	459.2 MB	446.5 MB
585	da/212dc9	277425	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Aug_SF_S3_S)	COMPLETED	0	2024-04-03 09:38:11.308	24.6s	24s	113.9%	1 GB	7 GB	61.1 MB	16.5 MB
604	85/18d0c0	283440	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Oct_VW_S6_S)	COMPLETED	0	2024-04-03 09:38:30.125	5.8s	5s	246.2%	941.4 MB	6.4 GB	45.5 MB	5.2 MB
593	a0/025f64	279639	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Aug_VW_C1_B)	COMPLETED	0	2024-04-03 09:38:17.371	18.6s	18s	122.3%	902.3 MB	6.9 GB	52 MB	10 MB
607	d5/9bfed2	284847	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Oct_VW_S7_B)	COMPLETED	0	2024-04-03 09:38:35.926	2.4s	2s	371.7%	319.4 MB	1.7 GB	253.1 MB	242.8 MB
606	6f/4da42c	284854	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Oct_VW_S7_B)	COMPLETED	0	2024-04-03 09:38:35.956	5.6s	5s	264.0%	470.5 MB	6.6 GB	29.5 MB	5.2 MB
612	54/04984f	285907	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Oct_VW_S7_S)	COMPLETED	0	2024-04-03 09:38:38.359	6.5s	6s	270.6%	691.6 MB	6.5 GB	57.4 MB	5.1 MB
611	93/5e62b6	286621	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Oct_VW_S7_S)	COMPLETED	0	2024-04-03 09:38:41.534	3.5s	3s	549.5%	332.1 MB	1.8 GB	606.5 MB	590.5 MB
615	a5/20173c	1602	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_501_1_B)	COMPLETED	0	2024-04-03 09:38:45.023	2.2s	2s	341.5%	195 MB	1.3 GB	201.1 MB	191.6 MB
614	bd/24d602	1534	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_501_1_B)	COMPLETED	0	2024-04-03 09:38:44.890	4.6s	4s	262.4%	323.4 MB	6.3 GB	23.4 MB	5.1 MB
619	af/2fb0b4	2787	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_501_1_S)	COMPLETED	0	2024-04-03 09:38:49.468	4.5s	4s	260.9%	420.1 MB	6.3 GB	29 MB	5.1 MB
605	4d/5e891f	284587	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Aug_VW_C1_S)	COMPLETED	0	2024-04-03 09:38:34.880	20.8s	20s	117.6%	928.3 MB	7 GB	55.5 MB	11.8 MB
618	4d/18ed83	3426	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_501_1_S)	COMPLETED	0	2024-04-03 09:38:54.033	2.3s	2s	398.4%	281.9 MB	1.5 GB	263.4 MB	252.9 MB
621	a9/217076	4008	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_501_2_B)	COMPLETED	0	2024-04-03 09:38:55.675	2.2s	2s	407.2%	284.6 MB	1.5 GB	248.3 MB	237.2 MB
608	c0/f61535	284877	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Aug_VW_C2_B)	COMPLETED	0	2024-04-03 09:38:36.010	22s	21s	120.1%	938 MB	7 GB	56 MB	13.1 MB
624	b2/00544f	4882	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_501_3_B)	COMPLETED	0	2024-04-03 09:38:57.940	2.4s	2s	411.6%	323.6 MB	1.7 GB	309.4 MB	297.8 MB
620	26/fc7c30	4231	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_501_2_B)	COMPLETED	0	2024-04-03 09:38:56.399	4.5s	4s	286.2%	432.2 MB	6.3 GB	29.7 MB	4.9 MB
629	b8/9b2e3b	6101	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_501_3_S)	COMPLETED	0	2024-04-03 09:39:00.962	2.3s	2s	339.8%	154.1 MB	1.1 GB	192.5 MB	183 MB
625	ab/2da42f	4898	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_501_3_B)	COMPLETED	0	2024-04-03 09:38:58.002	5.6s	5s	251.7%	465.4 MB	6.4 GB	34.2 MB	5.1 MB
628	9c/2b4e4f	6807	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_501_3_S)	COMPLETED	0	2024-04-03 09:39:03.301	4.5s	4s	285.5%	355.1 MB	6.4 GB	24.6 MB	5.1 MB
631	6b/e7e589	6917	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_501_4_B)	COMPLETED	0	2024-04-03 09:39:03.590	4.5s	4s	307.6%	517.9 MB	6.5 GB	31 MB	4.9 MB
630	9b/c5f307	7788	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_501_4_B)	COMPLETED	0	2024-04-03 09:39:07.859	2.3s	2s	400.3%	325.5 MB	1.7 GB	255.7 MB	243.4 MB
617	0d/5d4264	2410	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Aug_VW_C2_S)	COMPLETED	0	2024-04-03 09:38:47.276	24.2s	24s	115.4%	1 GB	7.1 GB	58.9 MB	15.4 MB
634	c6/e0464d	8696	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_DI_BK1B_NA)	COMPLETED	0	2024-04-03 09:39:10.219	2.8s	2s	474.0%	309.8 MB	1.7 GB	414.4 MB	402.9 MB
633	66/06ea9f	7948	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_DI_BK1B_NA)	COMPLETED	0	2024-04-03 09:39:08.147	5.6s	5s	289.3%	657.5 MB	6.6 GB	40.1 MB	5.1 MB
638	89/03aae5	9926	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_DI_BK2A_NA)	COMPLETED	0	2024-04-03 09:39:13.772	2.4s	2s	458.0%	320.4 MB	1.6 GB	321.5 MB	309.7 MB
639	de/7a86fa	9711	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_DI_BK2A_NA)	COMPLETED	0	2024-04-03 09:39:13.002	5.6s	5s	232.7%	637.7 MB	6.3 GB	33.4 MB	5 MB
626	b3/e55a49	5809	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Aug_VW_C3_B)	COMPLETED	0	2024-04-03 09:39:00.384	20.7s	20s	120.0%	918.5 MB	7 GB	54.3 MB	11.7 MB
643	4c/fc4dc3	11103	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_DI_BK2B_NA)	COMPLETED	0	2024-04-03 09:39:18.643	2.8s	2s	445.5%	294.7 MB	1.6 GB	339.9 MB	328.1 MB
644	b0/ae3244	12007	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_01_B)	COMPLETED	0	2024-04-03 09:39:21.442	2.2s	2s	383.3%	244.6 MB	1.4 GB	231 MB	221 MB
642	da/49bc70	11780	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_DI_BK2B_NA)	COMPLETED	0	2024-04-03 09:39:21.068	5.6s	5s	231.1%	519.6 MB	6.3 GB	36.7 MB	5 MB
645	ed/87c4d9	12787	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_01_B)	COMPLETED	0	2024-04-03 09:39:23.641	4.5s	3s	288.2%	341.7 MB	6.5 GB	26.4 MB	5 MB
636	6e/f1f2c6	8987	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Aug_VW_C3_S)	COMPLETED	0	2024-04-03 09:39:11.493	18.7s	19s	115.4%	914.3 MB	6.9 GB	52.5 MB	10.4 MB
650	3b/24c869	14089	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_02_B)	COMPLETED	0	2024-04-03 09:39:30.268	2.4s	2s	381.9%	324 MB	1.7 GB	259.9 MB	249 MB
649	15/de8287	13740	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_02_B)	COMPLETED	0	2024-04-03 09:39:28.159	5.6s	5s	269.9%	534.3 MB	6.5 GB	29.5 MB	5.2 MB
653	7c/138b80	15125	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_03_B)	COMPLETED	0	2024-04-03 09:39:33.866	2.2s	1s	371.9%	281.7 MB	1.5 GB	228.9 MB	219.1 MB
652	3f/29a354	14784	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_03_B)	COMPLETED	0	2024-04-03 09:39:32.706	4.5s	4s	288.9%	503.7 MB	6.3 GB	25.7 MB	5 MB
640	9a/5e1789	10673	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Aug_VW_S5_B)	COMPLETED	0	2024-04-03 09:39:16.230	22.1s	22s	122.4%	953.1 MB	7 GB	56.2 MB	13.1 MB
654	08/07333b	16171	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_04_B)	COMPLETED	0	2024-04-03 09:39:37.266	2.2s	2s	375.4%	244 MB	1.3 GB	239.2 MB	229.1 MB
655	58/3f1d59	15798	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_04_B)	COMPLETED	0	2024-04-03 09:39:36.098	4.5s	4s	278.7%	448.1 MB	6.5 GB	27.2 MB	5 MB
660	6d/4f820f	17364	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_05_B)	COMPLETED	0	2024-04-03 09:39:40.655	3.3s	2s	542.1%	336.5 MB	1.8 GB	501.9 MB	488.6 MB
648	a6/f2caad	13364	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Aug_VW_S5_S)	COMPLETED	0	2024-04-03 09:39:26.661	17.4s	16s	121.0%	897.6 MB	6.9 GB	49.5 MB	7.2 MB
659	d1/51f311	17019	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_05_B)	COMPLETED	0	2024-04-03 09:39:39.470	5.6s	5s	249.3%	868.2 MB	6.3 GB	45.1 MB	5.2 MB
662	08/7fb50d	18372	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_06_B)	COMPLETED	0	2024-04-03 09:39:44.112	2.6s	2s	384.9%	316.7 MB	1.7 GB	260.6 MB	250.2 MB
665	61/99d1c6	18739	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_07_B)	COMPLETED	0	2024-04-03 09:39:45.120	2.7s	2s	464.2%	327.1 MB	1.7 GB	386.5 MB	374.5 MB
661	34/3afe0a	18262	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_06_B)	COMPLETED	0	2024-04-03 09:39:43.945	6.6s	6s	238.1%	483.1 MB	6.5 GB	29.3 MB	5 MB
664	83/3065e3	19685	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_07_B)	COMPLETED	0	2024-04-03 09:39:46.775	5.4s	5s	238.7%	537.8 MB	6.4 GB	37.7 MB	5 MB
669	b6/4e65c4	20615	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_08_B)	COMPLETED	0	2024-04-03 09:39:50.618	2.5s	3s	483.3%	331.2 MB	1.8 GB	352.5 MB	341.1 MB
673	32/6d08bd	21482	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_09_B)	COMPLETED	0	2024-04-03 09:39:53.141	3.1s	3s	435.0%	323.8 MB	1.7 GB	360 MB	348.6 MB
670	15/78fad7	21182	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_08_B)	COMPLETED	0	2024-04-03 09:39:52.201	5.6s	5s	219.5%	512.5 MB	6.4 GB	34.4 MB	5 MB
657	8e/e8def1	16455	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Aug_VW_S6_B)	COMPLETED	0	2024-04-03 09:39:38.394	21.2s	21s	119.3%	933.4 MB	7 GB	56.1 MB	12.4 MB
672	b8/d8341d	22344	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_09_B)	COMPLETED	0	2024-04-03 09:39:56.307	5.6s	5s	260.9%	845.4 MB	6.5 GB	35.1 MB	5 MB
677	85/38b142	23662	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_10_B)	COMPLETED	0	2024-04-03 09:40:01.930	2.6s	2s	478.6%	328.8 MB	1.7 GB	361.4 MB	349.9 MB
676	f7/cf80a3	23127	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_10_B)	COMPLETED	0	2024-04-03 09:39:59.645	5.6s	5s	243.4%	828.6 MB	6.5 GB	35.4 MB	5 MB
678	6e/c2b08f	24437	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_11_B)	COMPLETED	0	2024-04-03 09:40:04.557	2.7s	3s	443.3%	310.7 MB	1.7 GB	375.7 MB	364 MB
679	6e/667278	24641	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_11_B)	COMPLETED	0	2024-04-03 09:40:05.316	5.6s	5s	232.1%	492.4 MB	6.3 GB	36.7 MB	5 MB
683	7e/daf133	25281	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_12_B)	COMPLETED	0	2024-04-03 09:40:07.245	5.5s	5s	248.9%	509.7 MB	6.5 GB	32.1 MB	5 MB
667	b0/e86b5c	19984	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Aug_VW_S7_B)	COMPLETED	0	2024-04-03 09:39:47.841	24.9s	24s	112.6%	1 GB	7.1 GB	61.4 MB	17 MB
684	72/79fe49	25940	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_12_B)	COMPLETED	0	2024-04-03 09:40:10.886	2.6s	2s	407.2%	330 MB	1.7 GB	290 MB	279.1 MB
687	9d/ec2e3f	26937	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_13_B)	COMPLETED	0	2024-04-03 09:40:13.476	2.7s	2s	435.3%	323.1 MB	1.7 GB	311.5 MB	300.7 MB
674	8c/cd3db5	22767	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Aug_VW_S7_S)	COMPLETED	0	2024-04-03 09:39:57.872	18.4s	18s	123.3%	902.4 MB	6.9 GB	50.8 MB	9.1 MB
686	67/e41b47	26533	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_13_B)	COMPLETED	0	2024-04-03 09:40:12.790	5.4s	5s	239.7%	435.9 MB	6.5 GB	32.8 MB	5 MB
691	d4/cffe41	27645	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_14_B)	COMPLETED	0	2024-04-03 09:40:16.193	2.4s	2s	330.4%	191.9 MB	1.2 GB	186.5 MB	175 MB
690	88/60a64e	27787	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_14_B)	COMPLETED	0	2024-04-03 09:40:16.321	4.6s	4s	302.9%	376 MB	6.5 GB	26 MB	5 MB
692	23/f5b29c	28746	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_15_B)	COMPLETED	0	2024-04-03 09:40:18.604	2.4s	2s	396.8%	332.1 MB	1.7 GB	285.6 MB	274 MB
693	8b/fbf896	28613	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_15_B)	COMPLETED	0	2024-04-03 09:40:18.230	4.5s	4s	300.7%	341.6 MB	6.3 GB	31.6 MB	5.1 MB
697	2e/20e9b4	29726	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_16_B)	COMPLETED	0	2024-04-03 09:40:21.044	2.1s	1s	270.7%	38.7 MB	719 MB	143.5 MB	134.4 MB
696	fe/0f7993	29692	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_16_B)	COMPLETED	0	2024-04-03 09:40:20.940	4.5s	4s	269.8%	370.1 MB	6.5 GB	21.1 MB	4.9 MB
685	5e/b5865e	26524	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_501_1_B)	COMPLETED	0	2024-04-03 09:40:12.745	13.1s	12s	133.2%	777 MB	6.9 GB	43 MB	3.4 MB
699	9b/905a55	31354	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_17_B)	COMPLETED	0	2024-04-03 09:40:25.439	2.7s	3s	397.6%	319.9 MB	1.7 GB	296.7 MB	285.9 MB
700	91/85d147	30829	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_17_B)	COMPLETED	0	2024-04-03 09:40:23.152	5.4s	5s	236.4%	617.9 MB	6.5 GB	31 MB	5 MB
702	6f/e3faf0	32369	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_C1_B)	COMPLETED	0	2024-04-03 09:40:28.171	2.1s	2s	294.4%	67.8 MB	759.2 MB	147.1 MB	136.8 MB
703	8d/8d85db	31574	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_C1_B)	COMPLETED	0	2024-04-03 09:40:25.860	4.5s	4s	277.6%	514.2 MB	6.4 GB	22 MB	5.1 MB
704	d0/60da68	33382	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_C2_B)	COMPLETED	0	2024-04-03 09:40:30.309	2.2s	2s	360.0%	240.8 MB	1.3 GB	223.8 MB	213.8 MB
705	f0/ee6598	32656	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_C2_B)	COMPLETED	0	2024-04-03 09:40:28.614	4.5s	4s	266.4%	331.7 MB	6.4 GB	26.9 MB	5.1 MB
710	07/308631	34390	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_C3_B)	COMPLETED	0	2024-04-03 09:40:32.570	2.8s	3s	504.6%	322.6 MB	1.7 GB	438.8 MB	426.9 MB
